# Reading C:/questasim64_10.4c/tcl/vsim/pref.tcl
# //  Questa Sim-64
# //  Version 10.4c win64 Jul 20 2015
# //
# //  Copyright 1991-2015 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  THIS WORK CONTAINS TRADE SECRET AND PROPRIETARY INFORMATION
# //  WHICH IS THE PROPERTY OF MENTOR GRAPHICS CORPORATION OR ITS
# //  LICENSORS AND IS SUBJECT TO LICENSE TERMS.
# //  THIS DOCUMENT CONTAINS TRADE SECRETS AND COMMERCIAL OR FINANCIAL
# //  INFORMATION THAT ARE PRIVILEGED, CONFIDENTIAL, AND EXEMPT FROM
# //  DISCLOSURE UNDER THE FREEDOM OF INFORMATION ACT, 5 U.S.C. SECTION 552.
# //  FURTHERMORE, THIS INFORMATION IS PROHIBITED FROM DISCLOSURE UNDER
# //  THE TRADE SECRETS ACT, 18 U.S.C. SECTION 1905.
# //
project open C:/Users/dpl19/OneDrive/Desktop/EE552/NOC/NOC
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1314000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1314000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1314000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1316000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1318000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1318000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1320000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1322000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1324000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1326000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1330000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1330000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1330000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1330000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1332000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1334000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1334000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1334000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1336000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1338000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1342000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1342000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1342000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1344000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1346000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1346000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1346000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1348000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1350000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1350000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1352000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1354000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1358000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1358000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1358000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1358000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1360000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1362000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1362000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1362000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1364000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1366000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1370000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1372000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1372000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1374000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1376000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1378000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1382000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1382000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1386000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1387000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1387000000. Final result =  6417849371328512.
# Execution cycle=         15, Cycle Time=         86, 
# 
#     Average CycleTime=92.466667, Average Throughput=0.010815
# data_bucket starts complete_pe_tb.db                 1387
# Start recieving in module complete_pe_tb.db. Simulation time =          1387000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1388000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1388000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1388000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1388000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1390000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1392000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1392000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1396000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1396000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1396000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1400000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1400000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1400000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1402000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1404000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1404000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1406000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1408000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1410000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1412000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1416000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1416000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1416000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1416000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1418000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1420000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1420000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1420000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1422000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1424000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1428000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1428000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1428000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1430000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1432000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1432000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1432000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1434000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1436000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1436000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1438000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1440000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1444000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1444000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1444000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1444000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1446000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1448000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1448000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1448000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1450000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1452000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1456000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1458000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1458000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1460000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1462000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1464000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1468000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1468000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1472000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1473000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1473000000. Final result =  6417849371328512.
# Execution cycle=         16, Cycle Time=         86, 
# 
#     Average CycleTime=92.062500, Average Throughput=0.010862
# data_bucket starts complete_pe_tb.db                 1473
# Start recieving in module complete_pe_tb.db. Simulation time =          1473000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1474000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1474000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1474000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1474000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1476000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1478000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1478000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1482000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1482000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1482000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1486000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1486000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1486000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1488000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1490000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1490000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1492000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1494000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1496000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1498000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1502000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1502000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1502000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1502000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1504000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1506000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1506000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1506000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1508000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1510000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1514000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1514000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1514000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1516000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1518000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1518000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1518000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1520000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1522000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1522000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1524000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1526000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1530000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1530000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1530000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1530000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1532000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1534000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1534000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1534000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1536000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1538000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1542000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1544000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1544000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1546000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1548000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1550000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1554000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1554000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1558000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1559000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1559000000. Final result =  6417849371328512.
# Execution cycle=         17, Cycle Time=         86, 
# 
#     Average CycleTime=91.705882, Average Throughput=0.010904
# data_bucket starts complete_pe_tb.db                 1559
# Start recieving in module complete_pe_tb.db. Simulation time =          1559000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1560000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1560000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1560000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1560000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1562000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1564000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1564000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1568000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1568000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1568000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1572000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1572000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1572000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1574000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1576000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1576000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1578000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1580000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1582000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1584000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1588000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1588000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1588000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1588000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1590000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1592000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1592000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1592000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1594000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1596000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1600000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1600000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1600000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1602000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1604000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1604000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1604000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1606000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1608000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1608000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1610000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1612000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1616000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1616000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1616000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1616000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1618000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1620000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1620000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1620000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1622000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1624000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1628000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1630000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1630000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1632000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1634000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1636000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1640000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1640000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1644000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1645000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1645000000. Final result =  6417849371328512.
# Execution cycle=         18, Cycle Time=         86, 
# 
#     Average CycleTime=91.388889, Average Throughput=0.010942
# data_bucket starts complete_pe_tb.db                 1645
# Start recieving in module complete_pe_tb.db. Simulation time =          1645000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1646000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1646000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1646000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1646000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1648000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1650000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1650000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1654000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1654000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1654000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1658000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1658000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1658000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1660000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1662000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1662000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1664000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1666000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1668000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1670000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1674000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1674000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1674000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1674000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1676000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1678000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1678000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1678000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1680000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1682000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1686000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1686000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1686000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1688000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1690000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1690000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1690000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1692000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1694000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1694000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1696000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1698000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1702000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1702000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1702000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1702000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1704000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1706000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1706000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1706000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1708000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1710000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1714000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1716000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1716000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1718000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1720000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1722000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1726000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1726000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1730000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1731000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1731000000. Final result =  6417849371328512.
# Execution cycle=         19, Cycle Time=         86, 
# 
#     Average CycleTime=91.105263, Average Throughput=0.010976
# data_bucket starts complete_pe_tb.db                 1731
# Start recieving in module complete_pe_tb.db. Simulation time =          1731000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1732000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1732000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1732000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1732000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1734000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1736000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1736000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1740000000
